run_index,timestamp,eval_question_number,question,source_no_in_run,case_file,year_logged,retrieval_score,chunk_index,total_chunks_logged,sampled_pdf_relative_path,pdf_exists_under_sampled,chunk_index_in_range,chunks_json_row_found,logged_text_matches_chunks_json_strict,logged_text_matches_chunks_json_normalized,year_logged_matches_chunks_json,total_chunks_matches_chunks_json,verification_notes
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,2,Union_Of_India_vs_M_S_Bharat_Enterprise_on_23_March_2023_1.PDF,2023,0.7624,31,59,data/sampled/2023/Union_Of_India_vs_M_S_Bharat_Enterprise_on_23_March_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,3,Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,2021,0.7617,321,698,data/sampled/2021/Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,4,Rajesh_Pravinchandra_Rajyaguru_vs_Gujarat_Water_Supply_And_Sewerage_Board_on_17_December_2021_1.PDF,2021,0.7567,45,51,data/sampled/2021/Rajesh_Pravinchandra_Rajyaguru_vs_Gujarat_Water_Supply_And_Sewerage_Board_on_17_December_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,5,Union_Of_India_vs_Bharat_Forge_Limited_on_16_August_2022_1.PDF,2022,0.7540,42,117,data/sampled/2022/Union_Of_India_vs_Bharat_Forge_Limited_on_16_August_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,6,Rajesh_Pravinchandra_Rajyaguru_vs_Gujarat_Water_Supply_And_Sewerage_Board_on_17_December_2021_1.PDF,2021,0.7530,44,51,data/sampled/2021/Rajesh_Pravinchandra_Rajyaguru_vs_Gujarat_Water_Supply_And_Sewerage_Board_on_17_December_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,7,Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,2024,0.7503,45,363,data/sampled/2024/Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,8,Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022_1.PDF,2022,0.7451,11,52,data/sampled/2022/Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,9,I_K_Merchants_Pvt_Ltd_vs_The_State_Of_Rajasthan_on_1_April_2025_1.PDF,2025,0.7440,66,87,data/sampled/2025/I_K_Merchants_Pvt_Ltd_vs_The_State_Of_Rajasthan_on_1_April_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,10,Ramesh_Chandra_Sharma_vs_The_State_Of_Uttar_Pradesh_on_20_February_2023_1.PDF,2023,0.7409,82,114,data/sampled/2023/Ramesh_Chandra_Sharma_vs_The_State_Of_Uttar_Pradesh_on_20_February_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,11,Subodh_Kumar_Singh_Rathour_vs_The_Chief_Executive_Officer_on_9_July_2024_1.PDF,2024,0.7377,112,191,data/sampled/2024/Subodh_Kumar_Singh_Rathour_vs_The_Chief_Executive_Officer_on_9_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,12,Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,2021,0.7251,319,698,data/sampled/2021/Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,13,I_K_Merchants_Pvt_Ltd_vs_The_State_Of_Rajasthan_on_1_April_2025_1.PDF,2025,0.7238,65,87,data/sampled/2025/I_K_Merchants_Pvt_Ltd_vs_The_State_Of_Rajasthan_on_1_April_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,14,Dhanraj_Aswani_vs_Amar_S_Mulchandani_on_9_September_2024_1.PDF,2024,0.7208,134,140,data/sampled/2024/Dhanraj_Aswani_vs_Amar_S_Mulchandani_on_9_September_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
7,2026-05-07 22:32:45,6,How has the Supreme Court interpreted the right to equality under Article 14?,15,Subodh_Kumar_Singh_Rathour_vs_The_Chief_Executive_Officer_on_9_July_2024_1.PDF,2024,0.7183,113,191,data/sampled/2024/Subodh_Kumar_Singh_Rathour_vs_The_Chief_Executive_Officer_on_9_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
8,2026-05-07 22:32:57,7,What has the court ruled about reservation policies in government jobs and promotions?,1,The_State_Of_Kerala_vs_Leesamma_Joseph_on_28_June_2021_1.PDF,2021,0.7604,17,42,data/sampled/2021/The_State_Of_Kerala_vs_Leesamma_Joseph_on_28_June_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
8,2026-05-07 22:32:57,7,What has the court ruled about reservation policies in government jobs and promotions?,2,The_State_Of_Kerala_vs_Leesamma_Joseph_on_28_June_2021_1.PDF,2021,0.7443,36,42,data/sampled/2021/The_State_Of_Kerala_vs_Leesamma_Joseph_on_28_June_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
8,2026-05-07 22:32:57,7,What has the court ruled about reservation policies in government jobs and promotions?,3,University_Of_Delhi_vs_Delhi_University_Contract_Employees_on_25_March_2021_1.PDF,2021,0.7210,15,48,data/sampled/2021/University_Of_Delhi_vs_Delhi_University_Contract_Employees_on_25_March_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
8,2026-05-07 22:32:57,7,What has the court ruled about reservation policies in government jobs and promotions?,4,The_State_Of_Uttar_Pradesh_vs_Karunesh_Kumar_on_12_December_2022_1.PDF,2022,0.7113,37,42,data/sampled/2022/The_State_Of_Uttar_Pradesh_vs_Karunesh_Kumar_on_12_December_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
8,2026-05-07 22:32:57,7,What has the court ruled about reservation policies in government jobs and promotions?,5,Punjab_State_Co_Op_Milk_Prod_Fed_Ltd_vs_Balbir_Kumar_Walia_on_9_July_2021_1.PDF,2021,0.7109,61,98,data/sampled/2021/Punjab_State_Co_Op_Milk_Prod_Fed_Ltd_vs_Balbir_Kumar_Walia_on_9_July_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
8,2026-05-07 22:32:57,7,What has the court ruled about reservation policies in government jobs and promotions?,6,Parimal_Kumar_vs_The_State_Of_Jharkhand_on_30_January_2025_1.PDF,2025,0.7042,48,86,data/sampled/2025/Parimal_Kumar_vs_The_State_Of_Jharkhand_on_30_January_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
8,2026-05-07 22:32:57,7,What has the court ruled about reservation policies in government jobs and promotions?,7,Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,2021,0.7040,626,698,data/sampled/2021/Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,1,Pramod_Singla_vs_Union_Of_India_on_10_April_2023_1.PDF,2023,0.7244,57,60,data/sampled/2023/Pramod_Singla_vs_Union_Of_India_on_10_April_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,2,Mortuza_Hussain_Choudhury_vs_The_State_Of_Nagaland_on_5_March_2025_1.PDF,2025,0.7229,1,28,data/sampled/2025/Mortuza_Hussain_Choudhury_vs_The_State_Of_Nagaland_on_5_March_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,3,Mortuza_Hussain_Choudhury_vs_The_State_Of_Nagaland_on_5_March_2025_1.PDF,2025,0.7023,14,28,data/sampled/2025/Mortuza_Hussain_Choudhury_vs_The_State_Of_Nagaland_on_5_March_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,4,Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,2024,0.6986,211,363,data/sampled/2024/Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,5,Pramod_Singla_vs_Union_Of_India_on_10_April_2023_1.PDF,2023,0.6980,13,60,data/sampled/2023/Pramod_Singla_vs_Union_Of_India_on_10_April_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,6,M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021_1.PDF,2021,0.6869,130,141,data/sampled/2021/M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,7,Bhupinderpal_Singh_Gill_vs_The_State_Of_Punjab_on_20_January_2025_1.PDF,2025,0.6857,38,54,data/sampled/2025/Bhupinderpal_Singh_Gill_vs_The_State_Of_Punjab_on_20_January_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,8,Arvind_Kejriwal_vs_Directorate_Of_Enforcement_on_10_May_2024_1.PDF,2024,0.6821,10,17,data/sampled/2024/Arvind_Kejriwal_vs_Directorate_Of_Enforcement_on_10_May_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
9,2026-05-07 22:33:10,8,How has the Supreme Court ruled on the validity of preventive detention?,9,Directorate_Of_Enforcement_vs_Niraj_Tyagi_on_13_February_2024_1.PDF,2024,0.6774,24,36,data/sampled/2024/Directorate_Of_Enforcement_vs_Niraj_Tyagi_on_13_February_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,1,Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,2024,0.6904,298,363,data/sampled/2024/Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,2,Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,2024,0.6813,89,363,data/sampled/2024/Sukanya_Shantha_vs_Union_Of_India_on_3_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,3,M_K_Ranjitsinh_vs_Union_Of_India_on_21_March_2024_1.PDF,2024,0.6798,32,104,data/sampled/2024/M_K_Ranjitsinh_vs_Union_Of_India_on_21_March_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,4,Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1.PDF,2021,0.6787,102,246,data/sampled/2021/Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,5,Union_Of_India_vs_Bharat_Forge_Limited_on_16_August_2022_1.PDF,2022,0.6773,42,117,data/sampled/2022/Union_Of_India_vs_Bharat_Forge_Limited_on_16_August_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,6,Jacob_Puliyel_vs_Union_Of_India_on_2_May_2022_1.PDF,2022,0.6767,76,195,data/sampled/2022/Jacob_Puliyel_vs_Union_Of_India_on_2_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,7,Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022_1.PDF,2022,0.6755,12,52,data/sampled/2022/Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,8,State_Of_Gujarat_Ors_Etc_vs_Dr_P_A_Bhatt_Ors_Etc_on_26_April_2023_1.PDF,2023,0.6753,28,50,data/sampled/2023/State_Of_Gujarat_Ors_Etc_vs_Dr_P_A_Bhatt_Ors_Etc_on_26_April_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,9,Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,2021,0.6752,654,698,data/sampled/2021/Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,10,M_K_Ranjitsinh_vs_Union_Of_India_on_21_March_2024_1.PDF,2024,0.6729,33,104,data/sampled/2024/M_K_Ranjitsinh_vs_Union_Of_India_on_21_March_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,11,Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,2021,0.6672,467,698,data/sampled/2021/Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,12,The_State_Of_West_Bengal_vs_Union_Of_India_on_10_July_2024_1.PDF,2024,0.6669,55,135,data/sampled/2024/The_State_Of_West_Bengal_vs_Union_Of_India_on_10_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,13,Jacob_Puliyel_vs_Union_Of_India_on_2_May_2022_1.PDF,2022,0.6669,38,195,data/sampled/2022/Jacob_Puliyel_vs_Union_Of_India_on_2_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,14,Om_Rathod_vs_The_Director_General_Of_Health_Services_on_25_October_2024_1.PDF,2024,0.6636,103,105,data/sampled/2024/Om_Rathod_vs_The_Director_General_Of_Health_Services_on_25_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,15,Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022_1.PDF,2022,0.6625,11,52,data/sampled/2022/Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,16,Orissa_Administrative_Tribunal_Bar_vs_Union_Of_India_on_21_March_2023_1.PDF,2023,0.6617,62,164,data/sampled/2023/Orissa_Administrative_Tribunal_Bar_vs_Union_Of_India_on_21_March_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
10,2026-05-07 22:33:36,9,What has the court said about the fundamental right to education under Article 21A?,17,Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,2024,0.6611,39,43,data/sampled/2024/Sheikh_Javed_Iqbal_Ashfaq_Ansari_vs_The_State_Of_Uttar_Pradesh_on_18_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,1,Jacob_Puliyel_vs_Union_Of_India_on_2_May_2022_1.PDF,2022,0.6952,37,195,data/sampled/2022/Jacob_Puliyel_vs_Union_Of_India_on_2_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,2,Shilpa_Sailesh_vs_Varun_Sreenivasan_on_1_May_2023_1.PDF,2023,0.6936,18,120,data/sampled/2023/Shilpa_Sailesh_vs_Varun_Sreenivasan_on_1_May_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,3,The_State_Of_West_Bengal_vs_Union_Of_India_on_10_July_2024_1.PDF,2024,0.6906,88,135,data/sampled/2024/The_State_Of_West_Bengal_vs_Union_Of_India_on_10_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,4,Yash_Developers_vs_Harihar_Krupa_Co_Operative_Housing_on_30_July_2024_1.PDF,2024,0.6856,78,84,data/sampled/2024/Yash_Developers_vs_Harihar_Krupa_Co_Operative_Housing_on_30_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,5,Nbcc_India_Ltd_vs_The_State_Of_West_Bengal_on_10_January_2025_1.PDF,2025,0.6776,33,96,data/sampled/2025/Nbcc_India_Ltd_vs_The_State_Of_West_Bengal_on_10_January_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,6,Yash_Developers_vs_Harihar_Krupa_Co_Operative_Housing_on_30_July_2024_1.PDF,2024,0.6760,80,84,data/sampled/2024/Yash_Developers_vs_Harihar_Krupa_Co_Operative_Housing_on_30_July_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,7,In_Re___T_N_Godavarman_Thirumulpad_vs_Union_Of_India_And_Ors_on_6_March_2024_1.PDF,2024,0.6753,211,259,data/sampled/2024/In_Re___T_N_Godavarman_Thirumulpad_vs_Union_Of_India_And_Ors_on_6_March_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,8,Union_Of_India_vs_Bharat_Forge_Limited_on_16_August_2022_1.PDF,2022,0.6733,27,117,data/sampled/2022/Union_Of_India_vs_Bharat_Forge_Limited_on_16_August_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,9,Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,2021,0.6725,372,698,data/sampled/2021/Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,10,Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022_1.PDF,2022,0.6705,41,52,data/sampled/2022/Sunil_Kumar_Rai_vs_The_State_Of_Bihar_on_21_February_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,11,M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021_1.PDF,2021,0.6704,69,141,data/sampled/2021/M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,12,M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021_1.PDF,2021,0.6695,65,141,data/sampled/2021/M_S_Neeharika_Infrastructure_Pvt_vs_The_State_Of_Maharashtra_on_13_April_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,13,Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,2021,0.6668,313,698,data/sampled/2021/Manish_Kumar_vs_Union_Of_India_on_19_January_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,14,Glas_Trust_Company_Llc_vs_Byju_Raveendran_on_23_October_2024_1.PDF,2024,0.6655,106,128,data/sampled/2024/Glas_Trust_Company_Llc_vs_Byju_Raveendran_on_23_October_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,15,Bishambhar_Prasad_vs_M_S_Arfat_Petrochemicals_Private_on_20_April_2023_1.PDF,2023,0.6654,148,195,data/sampled/2023/Bishambhar_Prasad_vs_M_S_Arfat_Petrochemicals_Private_on_20_April_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,16,Jacob_Puliyel_vs_Union_Of_India_on_2_May_2022_1.PDF,2022,0.6631,22,195,data/sampled/2022/Jacob_Puliyel_vs_Union_Of_India_on_2_May_2022_1.PDF,yes,yes,yes,yes,yes,yes,yes,
11,2026-05-07 22:33:59,10,How has the Supreme Court interpreted the separation of powers between judiciary and executive?,17,Union_Of_India_vs_M_S_Raj_Grow_Impex_Llp_on_17_June_2021_1.PDF,2021,0.6627,235,285,data/sampled/2021/Union_Of_India_vs_M_S_Raj_Grow_Impex_Llp_on_17_June_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
12,2026-05-07 22:34:11,11,What grounds has the Supreme Court recognized for granting divorce on irretrievable breakdown of marriage?,1,Shilpa_Sailesh_vs_Varun_Sreenivasan_on_1_May_2023_1.PDF,2023,0.7648,107,120,data/sampled/2023/Shilpa_Sailesh_vs_Varun_Sreenivasan_on_1_May_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
12,2026-05-07 22:34:11,11,What grounds has the Supreme Court recognized for granting divorce on irretrievable breakdown of marriage?,2,Shilpa_Sailesh_vs_Varun_Sreenivasan_on_1_May_2023_1.PDF,2023,0.7567,80,120,data/sampled/2023/Shilpa_Sailesh_vs_Varun_Sreenivasan_on_1_May_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
12,2026-05-07 22:34:11,11,What grounds has the Supreme Court recognized for granting divorce on irretrievable breakdown of marriage?,3,Vishal_Shah_vs_Monalisha_Gupta_on_20_February_2025_1.PDF,2025,0.7274,25,52,data/sampled/2025/Vishal_Shah_vs_Monalisha_Gupta_on_20_February_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
12,2026-05-07 22:34:11,11,What grounds has the Supreme Court recognized for granting divorce on irretrievable breakdown of marriage?,4,Vishal_Shah_vs_Monalisha_Gupta_on_20_February_2025_1.PDF,2025,0.7180,23,52,data/sampled/2025/Vishal_Shah_vs_Monalisha_Gupta_on_20_February_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
12,2026-05-07 22:34:11,11,What grounds has the Supreme Court recognized for granting divorce on irretrievable breakdown of marriage?,5,Gajendra_Singh_vs_Reena_Balmiki_on_26_March_2025_1.PDF,2025,0.6968,8,14,data/sampled/2025/Gajendra_Singh_vs_Reena_Balmiki_on_26_March_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,1,Sukhdev_Singh_vs_Sukhbir_Kaur_on_12_February_2025_1.PDF,2025,0.6961,22,40,data/sampled/2025/Sukhdev_Singh_vs_Sukhbir_Kaur_on_12_February_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,2,Sukhdev_Singh_vs_Sukhbir_Kaur_on_12_February_2025_1.PDF,2025,0.6939,23,40,data/sampled/2025/Sukhdev_Singh_vs_Sukhbir_Kaur_on_12_February_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,3,Gajendra_Singh_vs_Reena_Balmiki_on_26_March_2025_1.PDF,2025,0.6597,8,14,data/sampled/2025/Gajendra_Singh_vs_Reena_Balmiki_on_26_March_2025_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,4,Telangana_State_Waqf_Board_vs_Mohamed_Muzafar_on_3_August_2021_1.PDF,2021,0.6583,20,37,data/sampled/2021/Telangana_State_Waqf_Board_vs_Mohamed_Muzafar_on_3_August_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,5,Mulakala_Malleshwara_Rao_vs_The_State_Of_Telangana_on_29_August_2024_1.PDF,2024,0.6559,12,29,data/sampled/2024/Mulakala_Malleshwara_Rao_vs_The_State_Of_Telangana_on_29_August_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,6,M_S_Suneja_Towers_Private_Limited_vs_Anita_Merchant_on_18_April_2023_1.PDF,2023,0.6509,26,163,data/sampled/2023/M_S_Suneja_Towers_Private_Limited_vs_Anita_Merchant_on_18_April_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,7,Telangana_State_Waqf_Board_vs_Mohamed_Muzafar_on_3_August_2021_1.PDF,2021,0.6490,35,37,data/sampled/2021/Telangana_State_Waqf_Board_vs_Mohamed_Muzafar_on_3_August_2021_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,8,Mulakala_Malleshwara_Rao_vs_The_State_Of_Telangana_on_29_August_2024_1.PDF,2024,0.6469,14,29,data/sampled/2024/Mulakala_Malleshwara_Rao_vs_The_State_Of_Telangana_on_29_August_2024_1.PDF,yes,yes,yes,yes,yes,yes,yes,
13,2026-05-07 22:34:26,12,How has the court ruled on maintenance rights of divorced Muslim women?,9,Shilpa_Sailesh_vs_Varun_Sreenivasan_on_1_May_2023_1.PDF,2023,0.6463,81,120,data/sampled/2023/Shilpa_Sailesh_vs_Varun_Sreenivasan_on_1_May_2023_1.PDF,yes,yes,yes,yes,yes,yes,yes,
